page_url,image_url,movie_title,description,year,rating_kp,ratintg_imdb,genres,actors,country
/film/trener-2015/,/static/images/film/5/10252.jpg,Тренер,"История, основанная на реальных событиях. В начале девяностых, в маленьком городке МакФарланд, профессиональный тренер создает команду по легкой атлетике из обычных сорванцов и мелких «хулиганов», и приводит эту команду до вершины спортивного Олимпа. Население МакФарланда — это 90 процентов латиноамериканцы, которые приехали в США под видом переселенцев и беженцев…",2015,7.7,7.4,драма | биография | спорт,Кевин Костнер | Рамиро Родригес | Карлос Праттс | Джонни Ортиз | Рафаэль Мартинез | Гектор Дюран | Серджо Авелар,США
/film/uchenik-charodeja-2010/,/static/images/film/1/718.jpg,Ученик чародея,"Хорват и Бальтазавр когда-то были лучшими друзьями. Они оба посвятили себя магии и добились больших высот, но их взгляды кардинально отличаются. Хорват заделался черным магом и мечтает лишь об одном – уничтожить все человечество. И начать он решил с наступления на Нью-Йорк.

Бальтазавр понимает, что кроме него никто не сможет остановить злобного мага, однако он крайне слаб. Тогда он решает найти помощника и в кратчайшие сроки научить его волшебству. С трудом он находит молодого паренька, но сможет ли он перенять все магические способности?",2010,6.8,6.1,фэнтези | боевик | приключения | семейный,Николас Кейдж | Джей Барушель | Альфред Молина | Тереза Палмер | Тоби Кеббелл | Омар Бенсон Миллер | Моника Беллуччи,США
/film/zapped-volshebnoe-prilozhenie-tv-2014/,/static/images/film/6/37205.jpg,Zapped. Волшебное приложение,"В центре всех событий — 16-летняя Зои Стивенс, квалифицированная танцовщица и студентка-отличница, которая с трудом приспосабливается к новой школе, новой команде танцоров, новому отчиму, трем новым шумным сводным братьям и непослушной собаке. Но все меняется, когда во время дрессировки собаки, проходящие мимо парни начинают снимать её на свои смартфоны.",2014,6.0,5.0,фэнтези | комедия | семейный,Зендея Коулман | Шанель Пелозо | Спенсер Болдмэн | Эмилия МакКарти | Адам ДиМарко | Уильям Энскау | Алекс Паунович,Канада | США
/film/zolushka-tv-1997/,/static/images/film/7/52587.jpg,Золушка,"Золушка — бедная сиротка, которую злая мачеха и её вздорные дочки, заставляют тяжко работать с утра до ночи. Она так хочет попасть на королевский бал, но разве скверные родственницы разрешат поехать с ними! Неужели придется забыть о своей мечте? И тогда на помощь бедняжке приходит Добрая фея! Силой волшебства она наделяет Золушку роскошной каретой, чудесным платьем и необыкновенными хрустальными башмачками. Сам принц не устоит перед её очарованием, только нужно помнить: ровно в полночь магия утратит свою силу!",1997,6.2,6.7,мюзикл | фэнтези | мелодрама | семейный,Брэнди Норвуд | Бернадетт Питерс | Винни Кокс | Натали Десселл Рид | Паоло Монтальбан | Джейсон Александр | Вупи Голдберг,США
/film/12-let-rabstva-2013/,/static/images/film/1/396.jpg,12 лет рабства,"1841 год. Соломон Нортап был свободным чернокожим музыкантом. Его похитили, отобрали документы и выставили беглым рабом. Оказавшись в Новом Орлеане на плантации, Соломон сопротивляется и пытается доказать свою правоту, но постепенно принимает и новое имя, и новый статус. Нортап видит несправедливость и жестокость и старается сохранить в душе надежду когда-нибудь обрести свободу...",2013,7.7,8.1,драма | биография | история,Чиветель Эджиофор | Майкл Фассбендер | Лупита Нионго | Сара Полсон | Бенедикт Камбербэтч | Брэд Питт | Пол Дано,США | Великобритания
/film/a-teper-ne-smotri-1973/,/static/images/film/3/6343.jpg,А теперь не смотри,"Супруги Лаура и Джон Бэкстер потеряли дочь. Чтобы забыться в собственном горе и, возможно, восстановить хрупкое равновесие в пошатнувшемся браке, Джон соглашается на работу в Венеции. Однако смена декораций для Бэкстеров оказывается временной иллюзией. Венеция, холодная, призрачная и смертоносная, не только не дает облегчения, но и приносит новые страдания и кошмарные загадки…",1973,6.9,7.2,триллер | драма | ужасы,Дональд Сазерленд | Джули Кристи | Хилари Мейсон | Клелия Матания | Массимо Серато | Ренато Скарпа | Джорджо Трестини,Великобритания | Италия
/film/bolshie-nadezhdy-1946/,/static/images/film/1/1933.jpg,Большие надежды,"В окрестностях Рочестера, старинного городка к юго-востоку от Лондона, жил семилетний мальчик, прозванный Пипом. Он остался без родителей и воспитывала его взбалмошная старшая сестра. Ее мужем был кузнец Джо Гарджери — светловолосый великан, покладистый и простоватый, только он, как мог, защищал Пипа. Однажды серая жизнь Пипа изменилась в корне, и началось это в тот день, когда мальчик столкнулся на кладбище с беглым каторжником. Тот под страхом смерти потребовал принести «жратвы и напильник», чтобы освободиться от кандалов. Скольких усилий стоило парнишке тайком собрать и передать узелок, но именно этот добрый поступок в последствии привел к целой череде удивительных историй и превращений, которые произошли в его жизни…",1946,7.0,7.8,драма | мелодрама | детектив | приключения,Джон Миллз Pip | Энтони Вагер Young Pip | Валери Хобсон Estella | Джин Симмонс Young Estella | Бернард Майлз Joe Gargery | Френсис Л. Салливан Mr. Jaggers | Финлэй Карри Magwitch,Великобритания
/film/dinamo-neveroyatnyj-illyuzionist-2011/,/static/images/film/7/56749.jpg,Динамо: Невероятный иллюзионист,"Вы верите в чудеса? Тогда новая программа Discovery Channel «Динамо: невероятный иллюзионист» предназначена именно для вас: трюки, которые устраивает британский фокусник Динамо, сложно объяснить одной лишь ловкостью рук. Иллюзионист покажет свои самые захватывающие номера. Вы увидите, как снег со склонов австрийских гор превращается в бриллианты, как крылья бабочки становятся зеленым древесным листом, как монета проникает сквозь стекло, как мобильный телефон необъяснимым образом оказывается внутри стеклянной бутылки с узким горлышком и как артист демонстрирует чудеса левитации, уподобляясь Нео из фильма «Матрица». Ассистентами Динамо станут мировые знаменитости, в том числе легенда рок-музыки Иэн Браун.",2011,7.9,7.9,документальный,Динамо играет самого себя | Джон Баклэнд играет самого себя | Уилл Чемпион играет самого себя | Foxes играет саму себя | Найл Хоран играет самого себя | Крис Мартин играет самого себя | Луи Томлинсон играет самого себя,Великобритания
/film/dom-na-drugoj-storone-2020/,/static/images/film/6/303890.jpg,Дом на другой стороне,"После внезапной смерти мужа скорбящая вдова разбирает его вещи в загородном доме на берегу озера, где начинает замечать всякие странности. Сначала женщина грешит на призраков, но вскоре выясняется, что у муженька от нее были секреты.",2020,5.9,6.5,ужасы | детектив,Ребекка Холл | Сара Голдберг | Вонди Куртис-Холл | Эван Йоникит | Стэйси Мартин | Дэвид Эбельс | Кристина Джексон,Великобритания | США
/film/holodnaya-lavka-vsyakoj-vsyachiny-2011/,/static/images/film/7/61214.jpg,Холодная лавка всякой всячины,"Мистер Колокольчик Тайное-Прошлое содержит вместе со своей семьей магазин всевозможных несуразностей в Лондоне XIX века. Однако, в один прекрасный день он сталкивается с изнанкой благополучия и лишается магазина и семьи. Кое-кто очень подлый и зловещий строит ему отвратительные козни…",2011,7.4,6.7,комедия,Роберт Уэбб | Кэтрин Паркинсон | Финли Кристи | Амбра Лили Кигэн | Тим МакИннерни | Дерек Гриффитс | Сара Хэдлэнд,Великобритания
/film/kes-1969/,/static/images/film/7/51125.jpg,Кес,"История 12-летнего тинэйджера Билли Каспера, у которого нет друзей, над которым в школе издеваются сверстники и учителя. Он находит утешение, только когда обнаруживает сокола и решает заняться воспитанием ловчих птиц.",1969,8.0,7.9,драма | семейный,Дэвид Брэдли Billy | Фредди Флетчер Jud | Линн Перри Mrs. Casper | Колин Уэлланд Mr. Farthing | Брайан Гловер Mr. Sugden | Боб Боус Mr. Gryce | Бернард Ата Youth Employment Officer,Великобритания
/film/klass-92-2013/,/static/images/film/6/35834.jpg,Класс 92,"Эта история расскажет о пути к мировой славе шести молодых футболистов из «Манчестер Юнайтед»: Дэвида Бекхэма, Райана Гиггза, Пола Скоулза, Ники Батта, Фила и Гари Невилл. Фильм охватывает семилетний период их карьеры, начиная с 1992 года, когда команда впервые за 30 лет выиграла Молодежный Кубок Англии и заканчивая 1999-м, когда Лига чемпионов УЕФА стала настоящим триумфом для «Манчестер Юнайтед».",2013,8.0,8.0,документальный | спорт,Дэвид Бекхэм играет самого себя | Никки Батт играет самого себя | Райан Гиггз играет самого себя | Гари Невилл играет самого себя | Фил Невилл играет самого себя | Пол Скоулс играет самого себя | Тони Блэр играет самого себя,Великобритания
/film/korotkaja-vstrecha-1945/,/static/images/film/1/1357.jpg,Короткая встреча,"Лора Джессон и доктор Алек Харви познакомились в кафе на вокзале и стали встречаться здесь каждую неделю, прекрасно зная, что у их любви нет будущего…",1945,7.8,8.0,драма | мелодрама,Селия Джонсон | Тревор Ховард | Стэнли Холлоуэй | Джойс Кэри | Сирил Рэймонд | Эверли Грегг | Марджори Марс,Великобритания
/film/legenda-2015/,/static/images/film/6/30997.jpg,Легенда,"Фильм расскажет историю близнецов Реджи и Ронни Крэй, культовых фигур преступного мира Великобритании 1960-х. Братья возглавляли самую влиятельную бандитскую группировку Ист-Энда. В их послужном списке: вооруженные грабежи, рэкет, поджоги, покушения, убийства и собственный ночной клуб, куда доезжали даже голливудские знаменитости. Среди их жертв — криминальные авторитеты Джек МакВитти и Джордж Корнелл.",2015,7.2,6.9,криминал | триллер | драма,Том Харди | Эмили Браунинг | Дэвид Тьюлис | Даффи | Кристофер Экклстон | Чазз Пальминтери | Пол Андерсон,Великобритания | Франция | США
/film/lourens-aravijjskijj-1962/,/static/images/film/3/5166.jpg,Лоуренс Аравийский,"Фильм рассказывает о легендарном герое Первой мировой войны — английском разведчике Т. Э. Лоуренсе, действовавшем среди арабских племен и возглавившем их в походе против турок.",1962,8.0,8.3,драма | приключения | военный | биография,Питер О’Тул | Алек Гиннесс | Энтони Куинн | Джек Хоукинс | Омар Шариф | Хосе Феррер | Энтони Куэйл,Великобритания
/film/moj-malenkij-angel-2011/,/static/images/film/6/36204.jpg,Мой маленький ангел,"Отчаявшись завести собственного ребенка, Алек и Зои совсем пали духом. Но однажды, совершенно неожиданно, к ним в дверь стучится… не по годам мудрый семилетний мальчик Илай, ребенок в пиджаке и очках, который говорит, что его прислали из приюта. Появление Илая переворачивает жизнь Моррисонов. Возможно, это то самое чудо, которое было им так необходимо…",2011,7.3,6.8,драма | комедия | семейный,Тони Коллетт | Йоан Гриффит | Морис Коул | Ричард Э. Грант | Энн Рейд | Хейли Миллз | Бэрри Джексон,Великобритания
/film/more-soblazna-2019/,/static/images/film/1/58912.jpg,Море соблазна,"Палящее солнце Карибских островов, верный корабль и жизнь, полная риска — его стихия. Единственная женщина, которую он любил, вышла замуж за миллиардера и живет на вилле в Майами. Неожиданно она вновь появляется в его жизни и умоляет о защите. С этой минуты знакомые воды превратятся в море соблазна…",2019,6.1,5.4,триллер | драма | детектив,Мэттью МакКонахи | Энн Хэтэуэй | Дайан Лэйн | Джейсон Кларк | Джимон Хонсу | Джереми Стронг | Шарлотта Батлер,США | Великобритания
/film/patrik-2018/,/static/images/film/7/58325.jpg,Патрик,"Сару нельзя назвать удачливой или успешной: в любви ей постоянно не везет, на работе не хватает целеустремленности, даже родители не верят в то, что их бедовая дочка когда-то повзрослеет. Казалось бы, доверять такой девушке заботу о домашнем животном нельзя, но бабушка Сары почему-то завещает ей своего мопса, Патрика. Оказывается, у маленького песика характер тоже непростой, и ужиться двоим под одной крышей будет трудно. Но, может быть, именно собаке удастся изменить жизнь новоиспеченной хозяйки к лучшему?",2018,6.5,5.9,комедия,Битти Эдмондсон | Эд Скрейн | Том Беннетт | Дженнифер Сондерс | Эмилия Джонс | Шери Лунги | Джемма Джонс,Великобритания | Бельгия
/film/predchuvstvie-konca-2017/,/static/images/film/7/57431.jpg,Предчувствие конца,"Тони получает неожиданное письмо от адвоката о загадочном наследстве. Начав раскручивать хитросплетенный клубок причин и следствий, мужчина понимает, что прошлое, казавшееся таким простым и ясным, таит немало шокирующих сюрпризов.",2017,5.7,6.4,драма | детектив,Джим Бродбент | Шарлотта Рэмплинг | Харриет Уолтер | Мишель Докери | Мэттью Гуд | Эмили Мортимер | Джеймс Уилби,Великобритания | США
/film/raskopki-2021/,/static/images/film/1/66682.jpg,Раскопки,"Вдова Эдит Претти подозревает, что на принадлежащей ей земле спрятаны сокровища. В попытке найти сокрытое она организовывает на территории археологические раскопки.",2021,6.8,7.1,драма | биография | история,Кэри Маллиган | Рэйф Файнс | Stephen Worrall | Дэниэл Уэбб | Арчи Барнс | Роберт Уилфорт | Джеймс Драйден,Великобритания
/film/rozhdestvo-kota-boba-2016/,/static/images/film/7/66267.jpg,Рождество кота Боба,"До встречи с котом Бобом Джеймс не любил Рождество, но рыжий пушистый хулиган всё изменил. Он в буквальном смысле подарил своему хозяину новую жизнь, сотворив настоящее рождественское чудо. Ведь даже если у тебя пусто в кармане, а во всём городе отключили свет, праздник должен состояться!",2020,7.3,6.3,драма | семейный | биография,Фалдут Шарма | Люк Тредэвэй | Kristina Tonteri-Young | Анна Уилсон-Джонс | Нина Вадиа | Стивен МакКоул | Тим Плестер,Великобритания
/film/suvenir-2019/,/static/images/film/2/60167.jpg,Сувенир,"Джули — студентка киношколы, девушка из привилегированного класса, которая живёт в богемной квартирке, планирует снять фильм о рабочих, влюбляется в странного парня Энтони из министерства иностранных дел, манипулятора и эстета. Энтони возит её в Венецию и водит в музеи смотреть на старых мастеров, том числе и на вынесенную в заглавие картину Фрагонара «Сувенир». И эти отношения разрушат её планы и жизнь в целом. Зато Джули поймёт, как надо делать кино.",2019,6.1,6.4,драма | мелодрама | детектив,Хонор Бирн | Neil Young | Тосин Коул | Джек МакКаллен | Фрэнки Уилсон | Hannah Ashby Ward | Janet Etuk,Великобритания | США
/film/tretijj-chelovek-1949/,/static/images/film/5/10716.jpg,Третий человек,"Холли Мартинс, автор бульварных романов, в надежде получить работу приезжает в послевоенную Вену по приглашению старинного приятеля Гарри Лайма. Увы, буквально накануне тот погиб в результате несчастного случая.По мнению полицейского Кэллоуэя, Лайм был темной личностью, рэкетиром и спекулянтом. Мартинс решает провести собственное расследование, чтобы снять с друга обвинения в преступлениях, которые, как он уверен, тот не совершал.Более того, Мартинс уверен, что его друг был убит, а его убийца где-то рядом…",1949,7.6,8.1,фильм-нуар | триллер | детектив,Джозеф Коттен | Орсон Уэллс | Алида Валли | Тревор Ховард | Бернард Ли | Пауль Хёрбигер | Эрнст Дойч,Великобритания
/film/zemlja-budushhego-2015/,/static/images/film/5/10382.jpg,Земля будущего,"Когда в руки к молодой девушке, жаждущей новых приключений, попадает загадочный предмет, открывающий доступ в параллельную реальность, она вынуждена обратиться за помощью к циничному гению-изобретателю Фрэнку. Кейси должна убедить бывшего вундеркинда раскрыть ей тайну загадочного места, находящегося вне привычной реальности, известного как Земля будущего, и убедить Фрэнка вернуться туда, откуда его однажды изгнали…",2015,6.2,6.4,фантастика | приключения | семейный,Бритт Робертсон | Джордж Клуни | Рэффи Кэссиди | Хью Лори | Тим МакГроу | Кэтрин Хан | Кигэн-Майкл Ки,США | Испания | Франция | Канада | Великобритания
/film/zheleznaja-ledi-2011/,/static/images/film/1/1912.jpg,Железная леди,Биографический фильм о жизни премьер-министра Великобритании Маргарет Тэтчер. С момента когда она заинтересовалась политикой и до сегодняшнего дня.,2011,7.0,6.4,драма | биография,Мэрил Стрип | Джим Бродбент | Сьюзэн Браун | Элис Да Кунья | Фиби Уоллер-Бридж | Иэн Глен | Александра Роуч,Великобритания | Франция
/film/aisty-2016/,/static/images/film/7/55827.jpg,Аисты,"Аисты приносят детей… или, во всяком случае, раньше приносили. Теперь же они занимаются доставкой посылок для огромного сайта интернет-продаж. Джуниор, лучший аист в курьерской компании, должен пойти на повышение, но он случайно активирует машину для создания детей и получает очаровательную, но совершенно незапланированную девочку.Пытаясь доставить эту «посылку» до того, как босс узнает о произошедшем, Джуниор и его подруга Лютик, единственный человек на Горе Аистов, решаются на свою первую доставку ребёнка и отправляются в безумное и насыщенное удивительными открытиями приключение, благодаря которому многие семьи могут стать полными, а аисты — вернуться к своей истинной миссии на Земле.",2016,7.0,6.8,мультфильм | фэнтези | комедия | приключения | семейный,"Энди Сэмберг Junior, озвучка | Кэти Краун Tulip, озвучка | Келси Грэммер Hunter, озвучка | Дженнифер Энистон Sarah Gardner, озвучка | Тай Бурелл Henry Gardner, озвучка | Антон Старкман Nate Gardner, озвучка | Кигэн-Майкл Ки Alpha Wolf, озвучка",США
/film/bolshoj-koshachij-pobeg-2018/,/static/images/film/7/58388.jpg,Большой кошачий побег,"Большинство домашних котов, как наш герой Пухляш, привыкли довольствоваться жизнью в теплой и уютной квартире. Но его сын, рыжий котенок Шустрик, не из таких. Ему вечно не сидится на месте, и он очень хочет путешествовать. Мечтая однажды отправиться в удивительную Долину Розовых Снов, он сооружает летательный аппарат и улетает на нем через окно. Ленивому и неповоротливому Пухляшу только и остается, что отправиться на его поиски вместе с другом волнистым попугаем, ведь жизнь большого города таит немало опасностей для маленького котенка. Всех троих впереди ждет немало приключений и важных открытий!",2018,6.7,4.8,мультфильм | комедия | приключения | семейный,Ян Яньдо озвучка | Эмиль Чау озвучка | Чэнь Линьшэн озвучка,Китай
/film/ditya-chudovishcha-2015/,/static/images/film/6/38298.jpg,Дитя чудовища,"Киюта, потерявшийся в Токио мальчик, проникает в альтернативную вселенную, где его растит борющийся за свое существование человек-медведь по имени Куматетсу. Он долгое время обучает мальчика боевым искусствам. В итоге Киюта становится участником катаклизма, охватившего оба мира.",2015,8.1,7.6,аниме | мультфильм | фэнтези | приключения,"Кумико Асо Kyuta's Mother, озвучка | Рири Фуранки Monk Momoaki, озвучка | Судзу Хиросе Kaede, озвучка | Хару Куроки Young Ichirohiko, озвучка | Мамору Мияно Ichirohiko, озвучка | Аои Миядзаки Young Kyuta, озвучка | Сумире Мрохоси Chiko, озвучка",Япония
/film/duck-duck-goose-2018/,/static/images/film/7/57946.jpg,Папа-мама гусь,"Гусь по имени Пэм никогда не унывает, несмотря на свою неудачливость. Родственники и друзья его недолюбливают и считают самовлюбленным. Действительно, Пэм эгоистичен и часто из-за этого оказывается в нелепых ситуациях, но ему всегда удавалось выходить сухим из воды, благодаря своему везению и чувству юмора.

Когда стая совершала большой перелет, Пэм сбился с пути и поранил крыло. Падая на землю, он чуть не сшиб двух маленьких утят. Они были совсем одни, без родителей. Так самоуверенный гусь становится для пернатых малышей и мамой, и папой. Теперь у нашего героя появился план - найти родственников утят. Для этого они отправляются в дальнюю дорогу, где их ждут множество приключений.",2018,6.4,5.7,мультфильм | комедия | приключения | семейный,"Джим Гэффиган Peng, озвучка | Зендея Коулман Chi, озвучка | Лэнс Лим Chao, озвучка | Грег Прупс Banzou, озвучка | Наташа Леггеро Jinjing, озвучка | Дидрих Бадер Bing, озвучка | Регги Уоттс Carl, озвучка",США | Китай | Великобритания | Таиланд | Индия
/film/ferdinand-2017/,/static/images/film/7/57671.jpg,Фердинанд,"Фердинанд — самый добродушный бык во всей Испании. Несмотря на внушительные размеры и недюжинную силу, он с детства предпочитал сидеть на лужайке и любоваться цветами вместо того, чтобы бодаться с другими быками. По нелепой случайности Фердинанд был выбран среди других соплеменников для участия в бое быков в Мадриде.Фердинанду предстоит отстоять свои миролюбивые убеждения и напомнить нам о том, что даже перед лицом трудностей главное — остаться собой. Ведь только так и можно изменить мир вокруг.",2017,7.4,6.7,мультфильм | семейный | комедия,"Джон Сина Ferdinand, озвучка | Кейт МакКиннон Lupe, озвучка | Дэвид Теннант Angus, озвучка | Бобби Каннавале Valiente's Father / Valiente, озвучка | Энтони Андерсон Bones, озвучка | Джек Гор Young Valiente, озвучка | Джет Юргенсмейер Young Guapo, озвучка",США | Испания
/film/finnik-2022/,/static/images/film/18/318578.jpg,Финник,"Мало кто знает, но в каждом доме живет… свой домовой! Это забавное мохнатое существо тайно обитает в мире людей и хранит домашний очаг. Домовой Финник — добрый, озорной, но немного вредный. Он любит подшутить над жильцами своего дома, поэтому ни одна семья не задерживается в его владениях надолго. Но все меняется, когда в дом въезжают находчивая девочка Кристина и ее родители: на них уловки домового совсем не действуют! Вскоре Кристина знакомится с Финником и узнает тайны жизни домовых. Тем временем, в их городке начинают происходить странные и пугающие события… Отважной девочке и домовому придется стать командой, чтобы разобраться в происходящем и спасти город.",2022,,,мультфильм | приключения,"Борис Дергачев Папа Кристины, озвучка | Александр Гудков Мафин, озвучка | Артур Бабич Пинкфин / Флюфин, озвучка | Лёша Янгер Тимфин / Тупикфин, озвучка | Даня Милохин Тикфин / Хамсетрфин / Мотяфин, озвучка | Иван Чабан Марк, озвучка | Михаил Черняк Репортёр, озвучка",Россия
/film/garfild-2004/,/static/images/film/2/3732.jpg,Гарфилд,"Он циничен, ленив и вообще, он — жирный котяра. Сейчас Гарфилд — любимая кошка всей Америки, которая вскоре станет главной кинозвездой в фильме, рассчитанном на широкую аудиторию. Фильм сделан на основе газетных рисунков-комиксов.Хозяин Гарфилда, Джон, приносит в дом милого щенка Оди, и с этого момента жизнь Гарфилда идёт наперекосяк. Он хочет только одного — чтобы пес исчез из его жизни и из его дома навсегда! Но когда внезапно щенка похищают, Гарфилд, возможно впервые в жизни, чувствует лежащую на нём ответственность. И он начинает действовать…",2004,6.8,5.0,мультфильм | короткометражка | комедия | приключения | семейный | музыка | фэнтези,"Брекин Мейер | Дженнифер Лав Хьюитт | Стивен Тоболовски | Билл Мюррей Garfield, озвучка | Ивэн Арнольд | Марк Кристофер Лоуренс | Ванесса Кристель",США
/film/komanda-kotikov-2021/,/static/images/film/12/319044.jpg,Команда котиков,"Морскому котику по имени Куинн надоело, что в окрестных водах хозяйничают акулы, и никто не может дать им отпор. Он решает создать супер крутую команду морских котиков, которая могла бы постоять за себя и своих собратьев. Куинну придется проявить всю свою изобретательность, чтобы отобрать несколько смельчаков и сделать из этих милых и, по своей природе, добродушных созданий суровых бойцов спецназа.",2021,7.6,5.5,мультфильм | комедия,"Джоди Абрахамс Guard, озвучка | Джулиан Александр Смит Benji, озвучка | Джон Кахи Brick, озвучка | Дж.К. Симмонс Claggart, озвучка | Мэттью Риз Grimes, озвучка | Джесси Ашер Quinn, озвучка | Золани Маола Guard, озвучка",ЮАР | США
/film/korol-lev-2019/,/static/images/film/2/60049.jpg,Король Лев,"История об отважном львенке по имени Симба. Знакомые с детства герои взрослеют, влюбляются, познают себя и окружающий мир, совершают ошибки и делают правильный выбор.",2019,7.2,6.8,мультфильм | мюзикл | драма | приключения | семейный,"Джеймс Эрл Джонс Mufasa, озвучка | Дональд Гловер Simba, озвучка | Чиветель Эджиофор Scar, озвучка | Джон Оливер Zazu, озвучка | Джон Кахи Rafiki, озвучка | Элфри Вудард Sarabi, озвучка | Джи МакКрэри Young Simba, озвучка",США | Великобритания | ЮАР
/film/korolevskie-kanikuly-2019/,/static/images/film/7/60242.jpg,Королевские каникулы,"Наследник миллионного состояния и кучки неблагодарных родственников, его псиятельство Принц вышел из зоны комфорта и оказался на улице. Теперь он мечтает вернуться домой. Для этого ему нужно найти новых друзей, избавиться от назойливых белок и сбросить с хвоста матерого охотника. Королевские каникулы начинаются.",2019,6.7,5.8,мультфильм | комедия | приключения | семейный | музыка,"Биг Шон Trouble, озвучка | Памела Адлон Rousey, озвучка | Люси Хейл Zoe Bell, озвучка | Марисса Джэрет Винокур Claire, озвучка | Джоэл МакХэйл Norbert, озвучка | Уилмер Вальдеррама Thurman, озвучка | Ди Брэдли Бейкер озвучка",Канада | США | Каймановы острова
/film/korolevskij-korgi-2019/,/static/images/film/7/59092.jpg,Королевский корги,"Любимая порода собак у очень богатых и влиятельных людей — это корги. Маленькие собачки полностью погружены в жизнь своих больших хозяев. Спасаясь от политических интриг, любимец Британской Королевы вынужден покинуть Букингемский дворец. Теперь ему предстоит не только познакомиться с тайной жизнью улиц Лондона, но и доказать, что он настоящий Королевский Корги…",2019,6.4,4.8,мультфильм | комедия | семейный,"Джэк Уайтхолл Rex, озвучка | Джули Уолтерс The Queen, озвучка | Том Кортни The Duke Of Edinburgh, озвучка | Джон Калшоу Trump, озвучка | Jamal Fahim Dodgey Dog, озвучка | Кулвиндер Гир Sanjay, озвучка | Сара Хэдлэнд Mitzy, озвучка",Бельгия | США
/film/lovi-volnu-2-2017/,/static/images/film/7/57337.jpg,Лови волну 2,"История о целеустремленном пингвине-серфингисте Коди Маверике. Вместе с бесславной командой он отправляется на поиски таинственного побережья, где, по легенде, бушуют самые крутые волны в мире. Но способны ли они затмить всё то, что оставил Коди ради них?",2016,6.9,4.6,мультфильм | комедия | семейный | спорт | приключения,"Джереми Шэда Cody Maverick, озвучка | Мелисса Штурм Lani Aliikai, озвучка | Дидрих Бадер Tank Evans, озвучка | Сарая-Джейд Бевис Paige, озвучка | Марк Колэуэй Undertaker, озвучка | Деклан Картер Arnold / Surf School Student, озвучка | Джон Сина J.C., озвучка",США | Канада
/film/madagaskar-2005/,/static/images/film/2/4144.jpg,Мадагаскар,"Зебра Марти, живущая в нью-йоркском Центральном зоопарке, празднует десятилетие. Ее поздравляют лучшие друзья – лев Алекс, гиппопотамиха Глория и жираф Мелман. Вот только день рождения не радует Марти, так как ему хочется кардинальных перемен в жизни. Тогда он решает сбежать из зоопарка. За ним отправляются и трое его друзей. Потерпев кораблекрушение, животные оказываются на Мадагаскаре. Там им предстоит отказаться от городских привычек, начав новую жизнь вдали от цивилизации и вкусной еды, которой их регулярно снабжали люди.",2005,7.9,6.9,мультфильм | комедия | приключения | семейный,"Бен Стиллер Alex, озвучка | Крис Рок Marty, озвучка | Дэвид Швиммер Melman, озвучка | Джада Пинкетт Смит Gloria, озвучка | Саша Барон Коэн Julien, озвучка | Седрик «Развлекатель» Maurice, озвучка | Энди Рихтер Mort, озвучка",США
